LEVEL1,LEVEL2,LEVEL3,LEVEL4,TOOLTIP,SOURCE,SOURCE URL,2012,2013,2014,2015,2016,2017,LEVEL
General Fund,Housing & Neighborhoods Dept,Housing Programs,Direct Expenses,,,,,,,,,"7,500",4
General Fund,Housing & Neighborhoods Dept,Housing Programs,Employee Benefits,,,,,,,,"35,754","101,225",4
General Fund,Housing & Neighborhoods Dept,Housing Programs,Miscellaneous,,,,,,,,,"5,000",4
General Fund,Housing & Neighborhoods Dept,Housing Programs,Salaries and Wages,,,,,,,,"188,703","399,028",4
General Fund,Housing & Neighborhoods Dept,Housing Programs Total,,,,,,,,,"224,457","512,753",3
General Fund,Housing & Neighborhoods Dept Total,,,,,,,,,,"224,457","512,753",2
General Fund,Human Resources,"""Class, Pay & Benefits",Direct Expenses,,,,"7,881","7,881","92,282","118,532","568,532","506,694",4
General Fund,Human Resources,"""Class, Pay & Benefits",Employee Benefits,,,,"74,165","80,678","125,081","151,713","145,345","190,313",4
General Fund,Human Resources,"""Class, Pay & Benefits",Miscellaneous,,,,350,350,"3,500","27,585","22,000","16,796",4
General Fund,Human Resources,"""Class, Pay & Benefits",Salaries and Wages,,,,"272,390","278,171","441,402","495,128","492,248","647,635",4
General Fund,Human Resources,"""Class, Pay & Benefits Total",,,,,"354,786","367,080","662,265","792,958","1,228,125","1,361,438",3
General Fund,Human Resources,Adm-Personnel,Direct Expenses,,,,"43,847","46,727","86,964","96,964","96,964","128,915",4
General Fund,Human Resources,Adm-Personnel,Employee Benefits,,,,"123,107","127,313","136,232","141,028","138,063","161,691",4
General Fund,Human Resources,Adm-Personnel,Miscellaneous,,,,650,"5,464","22,655","25,455","28,550","33,800",4
General Fund,Human Resources,Adm-Personnel,Other Expense,,,,"15,736","11,763","19,517",,,,4
General Fund,Human Resources,Adm-Personnel,Salaries and Wages,,,,"541,613","553,716","560,666","560,066","596,587","690,709",4
General Fund,Human Resources,Adm-Personnel Total,,,,,"724,953","744,983","826,034","823,513","860,164","1,015,115",3
General Fund,Human Resources,Empl Health/Wellness,Direct Expenses,,,,"152,663","152,663","132,257","140,043","140,333","180,248",4
General Fund,Human Resources,Empl Health/Wellness,Employee Benefits,,,,"67,892","70,074","71,886","81,687","87,834","96,341",4
General Fund,Human Resources,Empl Health/Wellness,Miscellaneous,,,,"2,800","2,800","2,800","1,675","3,150","2,200",4
General Fund,Human Resources,Empl Health/Wellness,Salaries and Wages,,,,"237,478","241,636","244,745","249,828","255,337","261,654",4
General Fund,Human Resources,Empl Health/Wellness Total,,,,,"460,833","467,173","451,688","473,233","486,654","540,443",3
General Fund,Human Resources,Employee Gain Sharing,Direct Expenses,,,,"10,000","10,000","10,000","10,000","10,000","10,000",4
General Fund,Human Resources,Employee Gain Sharing Total,,,,,"10,000","10,000","10,000","10,000","10,000","10,000",3
General Fund,Human Resources,Employee Svc Prog,Direct Expenses,,,,"21,625","21,625","21,625","21,625","21,625","31,690",4
General Fund,Human Resources,Employee Svc Prog Total,,,,,"21,625","21,625","21,625","21,625","21,625","31,690",3
General Fund,Human Resources,Personnel Safety,Direct Expenses,,,,"37,752","37,752","28,173","38,532","31,832","29,541",4
General Fund,Human Resources,Personnel Safety,Employee Benefits,,,,"68,553","69,995","69,112","73,152","76,768","81,509",4
General Fund,Human Resources,Personnel Safety,Miscellaneous,,,,"15,200","20,700","18,200","13,400","12,100","8,600",4
General Fund,Human Resources,Personnel Safety,Salaries and Wages,,,,"229,543","231,749","237,967","243,476","252,733","250,111",4
General Fund,Human Resources,Personnel Safety Total,,,,,"351,048","360,196","353,452","368,560","373,433","369,761",3
General Fund,Human Resources,Recruit & Select/Empl Rel,Capital Equipment,,,,,,,,,"3,000",4
General Fund,Human Resources,Recruit & Select/Empl Rel,Direct Expenses,,,,"6,328","6,328","53,753","54,953","54,753","31,600",4
General Fund,Human Resources,Recruit & Select/Empl Rel,Employee Benefits,,,,"49,826","48,375","50,181","51,086","50,954","43,032",4
General Fund,Human Resources,Recruit & Select/Empl Rel,Miscellaneous,,,,"30,750","30,750","176,050","139,435","84,050","147,000",4
General Fund,Human Resources,Recruit & Select/Empl Rel,Other Expense,,,,"4,000","4,000","4,000","4,000","13,000","22,000",4
General Fund,Human Resources,Recruit & Select/Empl Rel,Salaries and Wages,,,,"199,597","202,923","207,835","212,790","198,783","238,228",4
General Fund,Human Resources,Recruit & Select/Empl Rel Total,,,,,"290,501","292,376","491,819","462,264","401,540","484,861",3
General Fund,Human Resources,Tech & Spcl Proj-Personnel,Employee Benefits,,,,"22,706","24,547","17,336","23,510","24,139","25,994",4
General Fund,Human Resources,Tech & Spcl Proj-Personnel,Miscellaneous,,,,,,,,"9,800","9,800",4
General Fund,Human Resources,Tech & Spcl Proj-Personnel,Salaries and Wages,,,,"102,425","98,778","58,811","96,993","98,242","101,274",4
General Fund,Human Resources,Tech & Spcl Proj-Personnel Total,,,,,"125,131","123,325","76,147","120,503","132,181","137,068",3
General Fund,Human Resources,Training/Career Devel,Direct Expenses,,,,"29,242","132,717","82,756","136,371","133,871","192,830",4
General Fund,Human Resources,Training/Career Devel,Employee Benefits,,,,"52,178","54,439","56,136","67,900","71,282","83,505",4
General Fund,Human Resources,Training/Career Devel,Miscellaneous,,,,"236,260","236,260","233,260","234,947","235,447","172,020",4
General Fund,Human Resources,Training/Career Devel,Salaries and Wages,,,,"179,986","198,541","202,194","206,894","213,880","217,100",4
General Fund,Human Resources,Training/Career Devel Total,,,,,"497,666","621,957","574,346","646,112","654,480","665,455",3
General Fund,Human Resources,Workplace Healthcare,Direct Expenses,,,,"55,000","55,000","55,000","65,000","65,000","65,000",4
General Fund,Human Resources,Workplace Healthcare Total,,,,,"55,000","55,000","55,000","65,000","65,000","65,000",3
General Fund,Human Resources Total,,,,,,"2,891,543","3,063,715","3,522,376","3,783,768","4,233,202","4,680,831",2
General Fund,Human Service Agencies,Aids Service Agency,Other Expense,,,,,"14,000","14,000","14,000","14,000",,4
General Fund,Human Service Agencies,Aids Service Agency Total,,,,,,"14,000","14,000","14,000","14,000",,3
General Fund,Human Service Agencies,Arts Commission Programs,Other Expense,,,,,"264,750","228,061","274,644","279,301",,4
General Fund,Human Service Agencies,Arts Commission Programs Total,,,,,,"264,750","228,061","274,644","279,301",,3
General Fund,Human Service Agencies,Aventwest Community Dev Corp,Other Expense,,,,,"12,500","12,000","12,500","12,500",,4
General Fund,Human Service Agencies,Aventwest Community Dev Corp Total,,,,,,"12,500","12,000","12,500","12,500",,3
General Fund,Human Service Agencies,Boys & Girls Club,Other Expense,,,,,"50,000","50,000","50,000","50,000",,4
General Fund,Human Service Agencies,Boys & Girls Club Total,,,,,,"50,000","50,000","50,000","50,000",,3
General Fund,Human Service Agencies,CASA,Other Expense,,,,,"89,000","89,000","89,000","89,000",,4
General Fund,Human Service Agencies,CASA Total,,,,,,"89,000","89,000","89,000","89,000",,3
General Fund,Human Service Agencies,Centro Internacional de Raleig,Other Expense,,,,,"5,000",,,,,4
General Fund,Human Service Agencies,Centro Internacional de Raleig Total,,,,,,"5,000",,,,,3
General Fund,Human Service Agencies,Comm in School of Wake Co,Other Expense,,,,,,,"5,000",,,4
General Fund,Human Service Agencies,Comm in School of Wake Co Total,,,,,,,,"5,000",,,3
General Fund,Human Service Agencies,Community Partnereships,Other Expense,,,,,"8,000","8,000","8,000","8,000",,4
General Fund,Human Service Agencies,Community Partnereships Total,,,,,,"8,000","8,000","8,000","8,000",,3
General Fund,Human Service Agencies,Community Success Initiative,Other Expense,,,,,,,,"5,000",,4
General Fund,Human Service Agencies,Community Success Initiative Total,,,,,,,,,"5,000",,3
General Fund,Human Service Agencies,Concert,Other Expense,,,,,,"2,500",,,,4
General Fund,Human Service Agencies,Concert Total,,,,,,,"2,500",,,,3
General Fund,Human Service Agencies,Dhic,Other Expense,,,,,,,"108,000",,,4
General Fund,Human Service Agencies,Dhic Total,,,,,,,,"108,000",,,3
General Fund,Human Service Agencies,Fellowship Home of Raleigh,Other Expense,,,,,,,,"5,000",,4
General Fund,Human Service Agencies,Fellowship Home of Raleigh Total,,,,,,,,,"5,000",,3
General Fund,Human Service Agencies,Filling In Gaps,Other Expense,,,,,"10,000","10,000","10,000","10,000",,4
General Fund,Human Service Agencies,Filling In Gaps Total,,,,,,"10,000","10,000","10,000","10,000",,3
General Fund,Human Service Agencies,Garner Rd Ymca,Other Expense,,,,,"10,000","12,500","11,500","12,000",,4
General Fund,Human Service Agencies,Garner Rd Ymca Total,,,,,,"10,000","12,500","11,500","12,000",,3
General Fund,Human Service Agencies,Guiding Lights,Other Expense,,,,,"7,000","2,000",,"2,500",,4
General Fund,Human Service Agencies,Guiding Lights Total,,,,,,"7,000","2,000",,"2,500",,3
General Fund,Human Service Agencies,Haven House,Other Expense,,,,,"25,000","25,000","25,000","25,000",,4
General Fund,Human Service Agencies,Haven House Total,,,,,,"25,000","25,000","25,000","25,000",,3
General Fund,Human Service Agencies,Healing Place,Other Expense,,,,,"100,000","100,000","100,000","100,000",,4
General Fund,Human Service Agencies,Healing Place Total,,,,,,"100,000","100,000","100,000","100,000",,3
General Fund,Human Service Agencies,Homeless Support Circles,Other Expense,,,,,,,"51,000",,,4
General Fund,Human Service Agencies,Homeless Support Circles Total,,,,,,,,"51,000",,,3
General Fund,Human Service Agencies,Hope Center,Other Expense,,,,,"10,000","7,500","10,000","12,000",,4
General Fund,Human Service Agencies,Hope Center Total,,,,,,"10,000","7,500","10,000","12,000",,3
General Fund,Human Service Agencies,Hopeline,Other Expense,,,,,,,,"5,000",,4
General Fund,Human Service Agencies,Hopeline Total,,,,,,,,,"5,000",,3
General Fund,Human Service Agencies,Hospice,Other Expense,,,,,"20,000","20,000","25,000","25,000",,4
General Fund,Human Service Agencies,Hospice Total,,,,,,"20,000","20,000","25,000","25,000",,3
General Fund,Human Service Agencies,Interact,Other Expense,,,,,"25,000","75,000","75,000","75,000",,4
General Fund,Human Service Agencies,Interact Total,,,,,,"25,000","75,000","75,000","75,000",,3
General Fund,Human Service Agencies,Inter-Faith Food Shuttle,Other Expense,,,,,"100,000","100,000","100,000","100,000",,4
General Fund,Human Service Agencies,Inter-Faith Food Shuttle Total,,,,,,"100,000","100,000","100,000","100,000",,3
General Fund,Human Service Agencies,Legal Aid of North Carolina,Other Expense,,,,,"50,000","50,000","50,000","50,000",,4
General Fund,Human Service Agencies,Legal Aid of North Carolina Total,,,,,,"50,000","50,000","50,000","50,000",,3
General Fund,Human Service Agencies,"Lesbian, Gay, Bisexual Transgr",Other Expense,,,,,"5,000","5,000","5,000","5,000",,4
General Fund,Human Service Agencies,"Lesbian, Gay, Bisexual Transgr Total",,,,,,"5,000","5,000","5,000","5,000",,3
General Fund,Human Service Agencies,Love In Action,Other Expense,,,,,,,,"1,000",,4
General Fund,Human Service Agencies,Love In Action Total,,,,,,,,,"1,000",,3
General Fund,Human Service Agencies,Mayors Comm On Disabled,Other Expense,,,,,"8,100",,,,,4
General Fund,Human Service Agencies,Mayors Comm On Disabled Total,,,,,,"8,100",,,,,3
General Fund,Human Service Agencies,Meals On Wheels,Other Expense,,,,,"35,000","35,000","35,000","35,000",,4
General Fund,Human Service Agencies,Meals On Wheels Total,,,,,,"35,000","35,000","35,000","35,000",,3
General Fund,Human Service Agencies,Nat Alliance on Mental Illness,Other Expense,,,,,"10,000",,,,,4
General Fund,Human Service Agencies,Nat Alliance on Mental Illness Total,,,,,,"10,000",,,,,3
General Fund,Human Service Agencies,NC Theatre,Other Expense,,,,,,"2,500",,"5,000",,4
General Fund,Human Service Agencies,NC Theatre Total,,,,,,,"2,500",,"5,000",,3
General Fund,Human Service Agencies,Nessie Foundation,Other Expense,,,,,"10,000","10,000","10,000","13,000",,4
General Fund,Human Service Agencies,Nessie Foundation Total,,,,,,"10,000","10,000","10,000","13,000",,3
General Fund,Human Service Agencies,Non Program Expenditures,Other Expense,,,,,,,,,"984,200",4
General Fund,Human Service Agencies,Non Program Expenditures Total,,,,,,,,,,"984,200",3
General Fund,Human Service Agencies,Pan Lutheran Ministries,Other Expense,,,,,"28,000","28,000","25,000","25,000",,4
General Fund,Human Service Agencies,Pan Lutheran Ministries Total,,,,,,"28,000","28,000","25,000","25,000",,3
General Fund,Human Service Agencies,"Passage Home Cdc, Inc.",Other Expense,,,,,,,"90,000",,,4
General Fund,Human Service Agencies,"Passage Home Cdc, Inc. Total",,,,,,,,"90,000",,,3
General Fund,Human Service Agencies,Phi Lambda Educational Fdn,Other Expense,,,,,,,,"1,000",,4
General Fund,Human Service Agencies,Phi Lambda Educational Fdn Total,,,,,,,,,"1,000",,3
General Fund,Human Service Agencies,Prevent Blindness of NC,Other Expense,,,,,"5,500","5,500","7,000","7,000",,4
General Fund,Human Service Agencies,Prevent Blindness of NC Total,,,,,,"5,500","5,500","7,000","7,000",,3
General Fund,Human Service Agencies,Resources For Seniors,Other Expense,,,,,"25,000","25,000","25,000","25,000",,4
General Fund,Human Service Agencies,Resources For Seniors Total,,,,,,"25,000","25,000","25,000","25,000",,3
General Fund,Human Service Agencies,Safechild,Other Expense,,,,,"25,000","27,500","22,000","25,000",,4
General Fund,Human Service Agencies,Safechild Total,,,,,,"25,000","27,500","22,000","25,000",,3
General Fund,Human Service Agencies,SE Wake Adult Daycare,Other Expense,,,,,"7,000","10,000","25,000","25,000",,4
General Fund,Human Service Agencies,SE Wake Adult Daycare Total,,,,,,"7,000","10,000","25,000","25,000",,3
General Fund,Human Service Agencies,Southlight,Other Expense,,,,,"20,000","20,000","18,000","25,000",,4
General Fund,Human Service Agencies,Southlight Total,,,,,,"20,000","20,000","18,000","25,000",,3
General Fund,Human Service Agencies,Step Up Ministry,Other Expense,,,,,"22,000","22,000","22,000","22,000",,4
General Fund,Human Service Agencies,Step Up Ministry Total,,,,,,"22,000","22,000","22,000","22,000",,3
General Fund,Human Service Agencies,Tammy Lynn Center,Other Expense,,,,,"100,000","100,000","100,000","100,000",,4
General Fund,Human Service Agencies,Tammy Lynn Center Total,,,,,,"100,000","100,000","100,000","100,000",,3
General Fund,Human Service Agencies,The ARC of Wake County,Other Expense,,,,,"10,000","13,000",,,,4
General Fund,Human Service Agencies,The ARC of Wake County Total,,,,,,"10,000","13,000",,,,3
General Fund,Human Service Agencies,Triangle Family Services,Other Expense,,,,,"21,000","30,000","32,000","32,000",,4
General Fund,Human Service Agencies,Triangle Family Services Total,,,,,,"21,000","30,000","32,000","32,000",,3
General Fund,Human Service Agencies,Triangle Radio Reading,Other Expense,,,,,"2,000",,,,,4
General Fund,Human Service Agencies,Triangle Radio Reading Total,,,,,,"2,000",,,,,3
General Fund,Human Service Agencies,Uniting NC,Other Expense,,,,,,,"10,000",,,4
General Fund,Human Service Agencies,Uniting NC Total,,,,,,,,"10,000",,,3
General Fund,Human Service Agencies,Urban Ministry Ctr,Other Expense,,,,,"35,000","35,000","30,000","30,000",,4
General Fund,Human Service Agencies,Urban Ministry Ctr Total,,,,,,"35,000","35,000","30,000","30,000",,3
General Fund,Human Service Agencies,"Wake Enterprises, Inc.",Other Expense,,,,,"8,000","8,000","8,000","8,000",,4
General Fund,Human Service Agencies,"Wake Enterprises, Inc. Total",,,,,,"8,000","8,000","8,000","8,000",,3
General Fund,Human Service Agencies,Wake Health Services Inc,Other Expense,,,,,,,"20,000",,,4
General Fund,Human Service Agencies,Wake Health Services Inc Total,,,,,,,,"20,000",,,3
General Fund,Human Service Agencies,Wake Interfaith Hosp Network,Other Expense,,,,,"20,000","20,000","15,000","15,000",,4
General Fund,Human Service Agencies,Wake Interfaith Hosp Network Total,,,,,,"20,000","20,000","15,000","15,000",,3
General Fund,Human Service Agencies,Womens Center,Other Expense,,,,,"25,000","25,000","25,000","25,000",,4
General Fund,Human Service Agencies,Womens Center Total,,,,,,"25,000","25,000","25,000","25,000",,3
General Fund,Human Service Agencies Total,,,,,,,"1,221,850","1,227,061","1,542,644","1,303,301","984,200",2
General Fund,Information Technology Admin,Adm-Info Technology,Direct Expenses,,,,"635,075",,,,,,4
General Fund,Information Technology Admin,Adm-Info Technology,Employee Benefits,,,,"247,505",,,"13,520","14,353",,4
General Fund,Information Technology Admin,Adm-Info Technology,Miscellaneous,,,,"292,490",,,,,,4
General Fund,Information Technology Admin,Adm-Info Technology,Other Expense,,,,"49,665",,,,,,4
General Fund,Information Technology Admin,Adm-Info Technology,Salaries and Wages,,,,"1,068,986",,,"35,165","40,708",,4
General Fund,Information Technology Admin,Adm-Info Technology Total,,,,,"2,293,721",,,"48,685","55,061",,3
General Fund,Information Technology Admin,Center of Excellence (CoE),Direct Expenses,,,,,,,,,"3,500",4
General Fund,Information Technology Admin,Center of Excellence (CoE),Employee Benefits,,,,,,,,,"48,123",4
General Fund,Information Technology Admin,Center of Excellence (CoE),Miscellaneous,,,,,,,,,"68,400",4
General Fund,Information Technology Admin,Center of Excellence (CoE),Salaries and Wages,,,,,,,,,"157,262",4
General Fund,Information Technology Admin,Center of Excellence (CoE) Total,,,,,,,,,,"277,285",3
General Fund,Information Technology Admin,Communications-IT,Direct Expenses,,,,,"5,400","5,400","6,248","81,248","4,248",4
General Fund,Information Technology Admin,Communications-IT,Employee Benefits,,,,,"21,538","22,258","22,998","22,812","23,972",4
General Fund,Information Technology Admin,Communications-IT,Salaries and Wages,,,,,"99,035","100,792","103,150","103,388","103,980",4
General Fund,Information Technology Admin,Communications-IT Total,,,,,,"125,973","128,450","132,396","207,448","132,199",3
General Fund,Information Technology Admin,Community Tech Outreach-IT,Direct Expenses,,,,,"331,229","280,000","262,665","243,700",,4
General Fund,Information Technology Admin,Community Tech Outreach-IT,Employee Benefits,,,,,"20,283","20,934","40,571","32,538","2,318",4
General Fund,Information Technology Admin,Community Tech Outreach-IT,Other Expense,,,,,,,1,"20,000",,4
General Fund,Information Technology Admin,Community Tech Outreach-IT,Salaries and Wages,,,,,"148,616","151,697","221,438","137,313","30,300",4
General Fund,Information Technology Admin,Community Tech Outreach-IT Total,,,,,,"500,128","452,631","524,675","433,551","32,618",3
General Fund,Information Technology Admin,Executive Management-IT,Direct Expenses,,,,,"11,320","9,820","9,620","9,620","142,170",4
General Fund,Information Technology Admin,Executive Management-IT,Employee Benefits,,,,,"93,322","97,045","84,756","140,824","146,862",4
General Fund,Information Technology Admin,Executive Management-IT,Miscellaneous,,,,,,,175,250,,4
General Fund,Information Technology Admin,Executive Management-IT,Salaries and Wages,,,,,"427,077","389,153","348,739","492,183","739,565",4
General Fund,Information Technology Admin,Executive Management-IT Total,,,,,,"531,719","496,018","443,290","642,877","1,028,597",3
General Fund,Information Technology Admin,Info Tech-Telecommunications,Direct Expenses,,,,"672,644",,,,,,4
General Fund,Information Technology Admin,Info Tech-Telecommunications Total,,,,,"672,644",,,,,,3
General Fund,Information Technology Admin,Security-IT,Employee Benefits,,,,,,,,"26,159","20,787",4
General Fund,Information Technology Admin,Security-IT,Salaries and Wages,,,,,,,,"106,839","102,974",4
General Fund,Information Technology Admin,Security-IT Total,,,,,,,,,"132,998","123,761",3
General Fund,Information Technology Admin Total,,,,,,"2,966,365","1,157,820","1,077,099","1,149,046","1,471,935","1,594,460",2
General Fund,Inspections,Adm-Comm Dev Svcs,Capital Equipment,,,,,,600,600,,,4
General Fund,Inspections,Adm-Comm Dev Svcs,Direct Expenses,,,,"12,582","16,103","50,398","63,002","63,002",,4
General Fund,Inspections,Adm-Comm Dev Svcs,Employee Benefits,,,,"75,142","67,821","59,832","51,407","49,315",,4
General Fund,Inspections,Adm-Comm Dev Svcs,Miscellaneous,,,,"9,500","8,000","9,500","9,500","5,500",,4
General Fund,Inspections,Adm-Comm Dev Svcs,Other Expense,,,,"46,926","36,304","65,867","98,710","92,139",,4
General Fund,Inspections,Adm-Comm Dev Svcs,Salaries and Wages,,,,"267,891","265,204","224,009","211,642","154,773",,4
General Fund,Inspections,Adm-Comm Dev Svcs Total,,,,,"412,041","393,432","410,206","434,861","364,729",,3
General Fund,Inspections,Construction-Insp,Capital Equipment,,,,,,"4,800","6,000","12,500",,4
General Fund,Inspections,Construction-Insp,Direct Expenses,,,,"406,044","399,208","369,700","429,726","535,295",,4
General Fund,Inspections,Construction-Insp,Employee Benefits,,,,"995,954","962,386","848,983","922,703","1,142,620",,4
General Fund,Inspections,Construction-Insp,Miscellaneous,,,,"13,000","11,000","15,000","17,750","38,910",,4
General Fund,Inspections,Construction-Insp,Salaries and Wages,,,,"3,474,765","3,438,331","3,038,482","3,361,289","3,868,145",,4
General Fund,Inspections,Construction-Insp Total,,,,,"4,889,763","4,810,925","4,276,965","4,737,468","5,597,470",,3
General Fund,Inspections,Housing & Neighborhd Preserva,Capital Equipment,,,,"1,500","1,000","3,600",,,,4
General Fund,Inspections,Housing & Neighborhd Preserva,Direct Expenses,,,,"385,337","356,201","466,076",,,,4
General Fund,Inspections,Housing & Neighborhd Preserva,Employee Benefits,,,,"423,809","379,792","499,898",,,,4
General Fund,Inspections,Housing & Neighborhd Preserva,Miscellaneous,,,,"25,500","34,700","47,000",,,,4
General Fund,Inspections,Housing & Neighborhd Preserva,Salaries and Wages,,,,"1,374,047","1,276,349","1,608,754",,,,4
General Fund,Inspections,Housing & Neighborhd Preserva Total,,,,,"2,210,193","2,048,042","2,625,328",,,,3
General Fund,Inspections,Neighborhood Preservation-Insp,Capital Equipment,,,,"1,000",,,,,,4
General Fund,Inspections,Neighborhood Preservation-Insp,Direct Expenses,,,,"99,480","82,465",,,,,4
General Fund,Inspections,Neighborhood Preservation-Insp,Employee Benefits,,,,"111,136","98,149",,,,,4
General Fund,Inspections,Neighborhood Preservation-Insp,Miscellaneous,,,,"12,500","12,000",,,,,4
General Fund,Inspections,Neighborhood Preservation-Insp,Salaries and Wages,,,,"318,188","296,373",,,,,4
General Fund,Inspections,Neighborhood Preservation-Insp Total,,,,,"542,304","488,987",,,,,3
General Fund,Inspections Total,,,,,,"8,054,301","7,741,386","7,312,499","5,172,329","5,962,199",,2
General Fund,Internal Audit Office,Adm-General Govt,Direct Expenses,,,,,,,"107,807","107,807","107,807",4
General Fund,Internal Audit Office,Adm-General Govt,Employee Benefits,,,,,,,"84,651","86,068","87,525",4
General Fund,Internal Audit Office,Adm-General Govt,Miscellaneous,,,,,,,"13,823","13,823","13,823",4
General Fund,Internal Audit Office,Adm-General Govt,Salaries and Wages,,,,,,,"310,622","316,616","319,717",4
General Fund,Internal Audit Office,Adm-General Govt Total,,,,,,,,"516,903","524,314","528,871",3
General Fund,Internal Audit Office Total,,,,,,,,,"516,903","524,314","528,871",2
General Fund,IT Application Support,Applications Development,Direct Expenses,,,,"326,490",,,,,,4
General Fund,IT Application Support,Applications Development,Employee Benefits,,,,"308,319",,,,,,4
General Fund,IT Application Support,Applications Development,Salaries and Wages,,,,"1,170,931",,,,,,4
General Fund,IT Application Support,Applications Development Total,,,,,"1,805,740",,,,,,3
General Fund,IT Application Support,Applications Port & Support-IT,Direct Expenses,,,,,"23,825","23,825","23,825",,,4
General Fund,IT Application Support,Applications Port & Support-IT Total,,,,,,"23,825","23,825","23,825",,,3
General Fund,IT Application Support,Customer Care & Billing-IT,Direct Expenses,,,,,"145,896","145,896","55,896","25,000","25,000",4
General Fund,IT Application Support,Customer Care & Billing-IT,Employee Benefits,,,,,"76,491","79,444","78,403","74,310","79,671",4
General Fund,IT Application Support,Customer Care & Billing-IT,Salaries and Wages,,,,,"284,735","293,060","287,291","303,311","310,987",4
General Fund,IT Application Support,Customer Care & Billing-IT Total,,,,,,"507,122","518,400","421,590","402,621","415,658",3
General Fund,IT Application Support,Enterprise Content Mgmt-IT,Direct Expenses,,,,,"54,000","54,000","54,000","54,000",,4
General Fund,IT Application Support,Enterprise Content Mgmt-IT Total,,,,,,"54,000","54,000","54,000","54,000",,3
General Fund,IT Application Support,GIS-IT,Direct Expenses,,,,,"730,560","781,660","841,300","1,017,076","1,289,918",4
General Fund,IT Application Support,GIS-IT,Employee Benefits,,,,,"113,269","118,568","131,898","157,184","221,035",4
General Fund,IT Application Support,GIS-IT,Salaries and Wages,,,,,"409,857","426,474","400,534","455,650","563,130",4
General Fund,IT Application Support,GIS-IT Total,,,,,,"1,253,686","1,326,702","1,373,732","1,629,910","2,074,082",3
General Fund,IT Application Support,Info Dba Svcs,Direct Expenses,,,,"1,949,384",,,,,,4
General Fund,IT Application Support,Info Dba Svcs,Employee Benefits,,,,"75,666",,,,,,4
General Fund,IT Application Support,Info Dba Svcs,Salaries and Wages,,,,"250,885",,,,,,4
General Fund,IT Application Support,Info Dba Svcs Total,,,,,"2,275,935",,,,,,3
General Fund,IT Application Support,Info Tech-Gis,Direct Expenses,,,,"612,060",,,,,,4
General Fund,IT Application Support,Info Tech-Gis,Employee Benefits,,,,"137,909",,,,,,4
General Fund,IT Application Support,Info Tech-Gis,Salaries and Wages,,,,"483,286",,,,,,4
General Fund,IT Application Support,Info Tech-Gis Total,,,,,"1,233,255",,,,,,3
General Fund,IT Application Support,Info Tech-Web Services,Direct Expenses,,,,"86,420",,,,,,4
General Fund,IT Application Support,Info Tech-Web Services,Employee Benefits,,,,"99,570",,,,,,4
General Fund,IT Application Support,Info Tech-Web Services,Salaries and Wages,,,,"332,091",,,,,,4
General Fund,IT Application Support,Info Tech-Web Services Total,,,,,"518,081",,,,,,3
General Fund,IT Application Support,Land Mgmt Support-IT,Direct Expenses,,,,,"155,000","155,000","155,000","136,000","782,700",4
General Fund,IT Application Support,Land Mgmt Support-IT,Employee Benefits,,,,,"61,434","63,420","67,138","72,717","78,693",4
General Fund,IT Application Support,Land Mgmt Support-IT,Salaries and Wages,,,,,"236,608","243,468","249,421","255,878","261,567",4
General Fund,IT Application Support,Land Mgmt Support-IT Total,,,,,,"453,042","461,888","471,559","464,595","1,122,960",3
General Fund,IT Application Support,Peoplesoft Support-IT,Direct Expenses,,,,,"809,005","809,005","514,005","501,900","519,400",4
General Fund,IT Application Support,Peoplesoft Support-IT,Employee Benefits,,,,,"128,932","132,181","130,503","132,835","143,476",4
General Fund,IT Application Support,Peoplesoft Support-IT,Salaries and Wages,,,,,"476,558","489,334","500,799","511,776","524,896",4
General Fund,IT Application Support,Peoplesoft Support-IT Total,,,,,,"1,414,495","1,430,520","1,145,307","1,146,511","1,187,772",3
General Fund,IT Application Support,Quality Assurance-IT,Direct Expenses,,,,,"48,000","50,500","50,500","50,500","50,550",4
General Fund,IT Application Support,Quality Assurance-IT,Employee Benefits,,,,,"77,284","82,496","55,062","63,323","71,489",4
General Fund,IT Application Support,Quality Assurance-IT,Salaries and Wages,,,,,"313,302","323,388","219,252","274,532","297,813",4
General Fund,IT Application Support,Quality Assurance-IT Total,,,,,,"438,586","456,384","324,814","388,355","419,851",3
General Fund,IT Application Support,WEB-IT,Direct Expenses,,,,,"87,000","87,000","87,500","160,820","160,820",4
General Fund,IT Application Support,WEB-IT,Employee Benefits,,,,,"99,862","91,010","99,438","86,335","100,729",4
General Fund,IT Application Support,WEB-IT,Salaries and Wages,,,,,"348,756","309,042","357,481","303,404","370,256",4
General Fund,IT Application Support,WEB-IT Total,,,,,,"535,618","487,052","544,419","550,559","631,805",3
General Fund,IT Application Support,Work Order Mgmt-IT,Direct Expenses,,,,,"118,993","163,993","163,993","115,000","115,000",4
General Fund,IT Application Support,Work Order Mgmt-IT,Employee Benefits,,,,,"22,427","23,006",,"48,499","34,115",4
General Fund,IT Application Support,Work Order Mgmt-IT,Salaries and Wages,,,,,"64,298","66,184",,"130,815","78,616",4
General Fund,IT Application Support,Work Order Mgmt-IT Total,,,,,,"205,718","253,183","163,993","294,314","227,731",3
General Fund,IT Application Support Total,,,,,,"5,833,011","4,886,092","5,011,954","4,523,239","4,930,865","6,079,860",2
General Fund,IT Customer Relationship Mgt,Business Reqs & Analysis-IT,Direct Expenses,,,,,"42,399","42,399","42,399",,,4
