LEVEL1,LEVEL2,LEVEL3,LEVEL4,TOOLTIP,SOURCE,SOURCE URL,2012,2013,2014,2015,2016,2017,LEVEL
General Fund,Land Development Services,Non-Program Revenues,Express Svc Surcharge,,,,,,,,,805000.00,4
General Fund,Land Development Services,Non-Program Revenues,Insp-Cert Of Eligibility,,,,,,,,,3000.00,4
General Fund,Land Development Services,Non-Program Revenues,Permit Fees-Other,,,,,,,,,10000.00,4
General Fund,Land Development Services,Non-Program Revenues,Sign Permit Fee,,,,,,,,,117500.00,4
General Fund,Land Development Services,Non-Program Revenues,Zoning & Subdivision Fees,,,,,,,,,550000.00,4
General Fund,Land Development Services,Non-Program Revenues Total,,,,,,,,,,1485500.00,3
General Fund,Land Development Services Total,,,,,,,,,,,1485500.00,2
General Fund,Neighborhood Code Enforcement,Non-Program Revenues,H/E-Minimum Housing,,,,,,,6000.00,5000.00,5000.00,4
General Fund,Neighborhood Code Enforcement,Non-Program Revenues,H/E-P/N Vehicle,,,,,,,200.00,200.00,200.00,4
General Fund,Neighborhood Code Enforcement,Non-Program Revenues,H/E-P/N Violations,,,,,,,13500.00,13500.00,13500.00,4
General Fund,Neighborhood Code Enforcement,Non-Program Revenues,H/E-Rental Registration Progra,,,,,,,250000.00,260000.00,260000.00,4
General Fund,Neighborhood Code Enforcement,Non-Program Revenues,H/E-Unsafe,,,,,,,500.00,500.00,500.00,4
General Fund,Neighborhood Code Enforcement,Non-Program Revenues,Inspect-Prop Admin Fees,,,,,,,15000.00,15000.00,15000.00,4
General Fund,Neighborhood Code Enforcement,Non-Program Revenues,Inspect-Prop Civil Citations,,,,,,,32000.00,32000.00,32000.00,4
General Fund,Neighborhood Code Enforcement,Non-Program Revenues,Landlord Training Class Fees,,,,,,,2300.00,1500.00,1500.00,4
General Fund,Neighborhood Code Enforcement,Non-Program Revenues,Nuisance Abatements,,,,,,,171869.00,100000.00,100000.00,4
General Fund,Neighborhood Code Enforcement,Non-Program Revenues,Violations-Housing (Wcpss 90%),,,,,,,44000.00,40000.00,40000.00,4
General Fund,Neighborhood Code Enforcement,Non-Program Revenues,Violations-Zoning (Wcpss 90%),,,,,,,8000.00,8000.00,8000.00,4
General Fund,Neighborhood Code Enforcement,Non-Program Revenues,Zoning-P/N Vehicle,,,,,,,3000.00,3000.00,3000.00,4
General Fund,Neighborhood Code Enforcement,Non-Program Revenues Total,,,,,,,,546369.00,478700.00,478700.00,3
General Fund,Neighborhood Code Enforcement Total,,,,,,,,,546369.00,478700.00,478700.00,2
General Fund,Non-Departmental,Blank Program Code,Abc Revenues,,,,1200000.00,,,,,,4
General Fund,Non-Departmental,Blank Program Code,Approp From Prior Year,,,,13000000.00,,,,,,4
General Fund,Non-Departmental,Blank Program Code,Automobile License,,,,7700000.00,,,,,,4
General Fund,Non-Departmental,Blank Program Code,Current Yr Tax Levy,,,,183231679.00,,,,,,4
General Fund,Non-Departmental,Blank Program Code,Current Yr Tax Levy-Msd (Combi,,,,1177336.00,,,,,,4
General Fund,Non-Departmental,Blank Program Code,Dog/Cat Tags,,,,32000.00,,,,,,4
General Fund,Non-Departmental,Blank Program Code,Fr 130 Revolving Fund,,,,154172.00,,,,,,4
General Fund,Non-Departmental,Blank Program Code,Fr 210 For Ind Cost,,,,63000.00,,,,,,4
General Fund,Non-Departmental,Blank Program Code,Fr 210 Reimb Personnel Costs,,,,12000.00,,,,,,4
General Fund,Non-Departmental,Blank Program Code,Fr 251 Equipment Fund,,,,155000.00,,,,,,4
General Fund,Non-Departmental,Blank Program Code,Fr 260 For Ind Cost,,,,330415.00,,,,,,4
General Fund,Non-Departmental,Blank Program Code,Fr 310 Reimb Cons Svcs,,,,6661480.00,,,,,,4
General Fund,Non-Departmental,Blank Program Code,Fr 310 Reimb Ecc,,,,50000.00,,,,,,4
General Fund,Non-Departmental,Blank Program Code,Fr 310 Reimb Engineering,,,,1048047.00,,,,,,4
General Fund,Non-Departmental,Blank Program Code,Fr 310 Reimb Gen Svcs,,,,6627088.00,,,,,,4
General Fund,Non-Departmental,Blank Program Code,Fr 310 Reimb Gis,,,,160000.00,,,,,,4
General Fund,Non-Departmental,Blank Program Code,Fr 310 Reimb I/S Personnel Cos,,,,285390.00,,,,,,4
General Fund,Non-Departmental,Blank Program Code,Fr 310 Reimb Sewer St Cuts,,,,70000.00,,,,,,4
General Fund,Non-Departmental,Blank Program Code,Fr 310 Reimb Water St Cuts,,,,1250000.00,,,,,,4
General Fund,Non-Departmental,Blank Program Code,Fr 442 Reimb Ind Costs,,,,540734.00,,,,,,4
General Fund,Non-Departmental,Blank Program Code,Fr 460 Reimb Cons Svcs,,,,318460.00,,,,,,4
General Fund,Non-Departmental,Blank Program Code,Fr 460 Reimb Direct St Strmwtr,,,,3091232.00,,,,,,4
General Fund,Non-Departmental,Blank Program Code,Fr 460 Reimb Gis,,,,178901.00,,,,,,4
General Fund,Non-Departmental,Blank Program Code,Fr 460 Reimb Ind Costs,,,,1758663.00,,,,,,4
General Fund,Non-Departmental,Blank Program Code,Fr 525 St Improvement,,,,42345.00,,,,,,4
General Fund,Non-Departmental,Blank Program Code,Fr 642 For Ind Cost,,,,1647637.00,,,,,,4
General Fund,Non-Departmental,Blank Program Code,Fr 700 Powell Bill Fd,,,,5672520.00,,,,,,4
General Fund,Non-Departmental,Blank Program Code,Fr 741 For Ind Cost,,,,302000.00,,,,,,4
General Fund,Non-Departmental,Blank Program Code,Hillsborough MSD-Current Year,,,,176408.00,,,,,,4
General Fund,Non-Departmental,Blank Program Code,Interest On Investments,,,,1143469.00,,,,,,4
General Fund,Non-Departmental,Blank Program Code,Last Year Tax Levy,,,,2110544.00,,,,,,4
General Fund,Non-Departmental,Blank Program Code,Local Sales Tax,,,,29858518.00,,,,,,4
General Fund,Non-Departmental,Blank Program Code,Misc Revenues,,,,700000.00,,,,,,4
General Fund,Non-Departmental,Blank Program Code,Nc Beer & Wine Tax,,,,1750000.00,,,,,,4
General Fund,Non-Departmental,Blank Program Code,Nc Franchise Tax,,,,24023338.00,,,,,,4
General Fund,Non-Departmental,Blank Program Code,Occupancy Tax,,,,680000.00,,,,,,4
General Fund,Non-Departmental,Blank Program Code,Payment In Lieu Of Taxes-Rha,,,,219940.00,,,,,,4
General Fund,Non-Departmental,Blank Program Code,Pilot-Centennial Authority,,,,840356.00,,,,,,4
General Fund,Non-Departmental,Blank Program Code,Prior Years Tax Levy,,,,224398.00,,,,,,4
General Fund,Non-Departmental,Blank Program Code,Privilege License (Sch B),,,,7100648.00,,,,,,4
General Fund,Non-Departmental,Blank Program Code,Prop Tax Late List Pen (Wcpss,,,,152000.00,,,,,,4
General Fund,Non-Departmental,Blank Program Code,Reinspection Fees - Housing,,,,55000.00,,,,,,4
General Fund,Non-Departmental,Blank Program Code,Rental Income,,,,8000.00,,,,,,4
General Fund,Non-Departmental,Blank Program Code,Rent-One Exchange Plaza,,,,423654.00,,,,,,4
General Fund,Non-Departmental,Blank Program Code,Supplemental Sales Tax,,,,34504116.00,,,,,,4
General Fund,Non-Departmental,Blank Program Code,Tax On Heavy Equip Rentals,,,,210000.00,,,,,,4
General Fund,Non-Departmental,Blank Program Code,Tax On Rental Vehicles,,,,400000.00,,,,,,4
General Fund,Non-Departmental,Blank Program Code,Tax Penalties & Cost,,,,694659.00,,,,,,4
General Fund,Non-Departmental,Blank Program Code Total,,,,,342035147.00,,,,,,3
General Fund,Non-Departmental,Non-Program Revenues,Abc Revenues,,,,,1245000.00,1300000.00,1570000.00,1657000.00,1810000.00,4
General Fund,Non-Departmental,Non-Program Revenues,Approp From Prior Year,,,,,13000000.00,13403396.00,13000000.00,13000000.00,13286000.00,4
General Fund,Non-Departmental,Non-Program Revenues,Approp From Special Reserve,,,,,,,,4124.00,643000.00,4
General Fund,Non-Departmental,Non-Program Revenues,Arrest Fees,,,,,157660.00,,,,,4
General Fund,Non-Departmental,Non-Program Revenues,Auto License - State,,,,,,,,9740000.00,9760000.00,4
General Fund,Non-Departmental,Non-Program Revenues,Automobile License,,,,,7850000.00,9300000.00,9390000.00,,100000.00,4
General Fund,Non-Departmental,Non-Program Revenues,Controlled Substance Tax-Polic,,,,,120000.00,,,,,4
General Fund,Non-Departmental,Non-Program Revenues,Cor Drug Forfeit (Wcpss 90%),,,,,180000.00,,,,,4
General Fund,Non-Departmental,Non-Program Revenues,County Auto License Overlap,,,,,,3000000.00,,,,4
General Fund,Non-Departmental,Non-Program Revenues,County Vehicle Tax Overlap,,,,,,4900000.00,,,,4
General Fund,Non-Departmental,Non-Program Revenues,Current Yr Tax Levy,,,,,190260382.00,194483330.00,207937000.00,207755000.00,221904300.00,4
General Fund,Non-Departmental,Non-Program Revenues,Current Yr Tax Levy - State,,,,,,,,15239000.00,16977300.00,4
General Fund,Non-Departmental,Non-Program Revenues,Current Yr Tax Levy (Durham Co,,,,,,,674000.00,710000.00,710000.00,4
General Fund,Non-Departmental,Non-Program Revenues,Current Yr Tax Levy-Msd (Combi,,,,,1209705.00,1199700.00,1210000.00,1282250.00,1308000.00,4
General Fund,Non-Departmental,Non-Program Revenues,False Alarm Billing Fees-Polic,,,,,390000.00,,,,,4
General Fund,Non-Departmental,Non-Program Revenues,Fr 130 Revolving Fund,,,,,59818.00,61121.00,60000.00,,,4
General Fund,Non-Departmental,Non-Program Revenues,Fr 230 For Ind Cost,,,,,77185.00,54463.00,505263.00,464848.00,529747.00,4
General Fund,Non-Departmental,Non-Program Revenues,Fr 230 Self Insurance,,,,,,5000000.00,3315000.00,,2334040.00,4
General Fund,Non-Departmental,Non-Program Revenues,Fr 310 Reimb Engineering,,,,,259989.00,234617.00,214436.00,292822.00,304488.00,4
General Fund,Non-Departmental,Non-Program Revenues,Fr 310 Reimb Gen Svcs,,,,,13620114.00,8519011.00,8172793.00,7842293.00,7908185.00,4
General Fund,Non-Departmental,Non-Program Revenues,Fr 310 Reimb Sewer St Cuts,,,,,540000.00,540000.00,540000.00,555000.00,575000.00,4
General Fund,Non-Departmental,Non-Program Revenues,Fr 310 Reimb Water St Cuts,,,,,780000.00,780000.00,780000.00,1560000.00,1500000.00,4
General Fund,Non-Departmental,Non-Program Revenues,Fr 310-Reimb Attorney Off,,,,150000.00,150000.00,,,,,4
General Fund,Non-Departmental,Non-Program Revenues,Fr 360 Indirect Cost,,,,,5974915.00,2755848.00,2784751.00,3108578.00,2364721.00,4
General Fund,Non-Departmental,Non-Program Revenues,Fr 410 For Ind Cost,,,,,917943.00,680955.00,455593.00,466567.00,495247.00,4
General Fund,Non-Departmental,Non-Program Revenues,Fr 442 Reimb Ind Costs,,,,,506135.00,516229.00,533115.00,504556.00,580085.00,4
General Fund,Non-Departmental,Non-Program Revenues,Fr 460 Reimb Direct St Strmwtr,,,,,3056587.00,3088538.00,2962376.00,3031790.00,4514830.00,4
General Fund,Non-Departmental,Non-Program Revenues,Fr 460 Reimb Ind Costs,,,,,2699296.00,1629233.00,2590865.00,2758978.00,2688840.00,4
General Fund,Non-Departmental,Non-Program Revenues,Fr 505 Misc Cap Proj,,,,1667486.00,,,,,,4
General Fund,Non-Departmental,Non-Program Revenues,Fr 515 Sidewalk,,,,200000.00,,,,,,4
General Fund,Non-Departmental,Non-Program Revenues,Fr 642 For Ind Cost,,,,,1546686.00,1410589.00,1474806.00,1508840.00,1306152.00,4
General Fund,Non-Departmental,Non-Program Revenues,Fr 700 Powell Bill Fd,,,,,5672520.00,,,,,4
General Fund,Non-Departmental,Non-Program Revenues,Fr 736 Trans Hsing,,,,,,,500000.00,,,4
General Fund,Non-Departmental,Non-Program Revenues,Fr 741 For Ind Cost,,,,,255599.00,267720.00,170503.00,206727.00,378291.00,4
General Fund,Non-Departmental,Non-Program Revenues,Fr 810 for Indirect Cost,,,,,,83125.00,100000.00,100000.00,100000.00,4
General Fund,Non-Departmental,Non-Program Revenues,Hillsborough MSD-Current Year,,,,,179891.00,191700.00,267000.00,280000.00,288400.00,4
General Fund,Non-Departmental,Non-Program Revenues,Interest On Investments,,,,,1088000.00,1054881.00,1220000.00,1573000.00,1607000.00,4
General Fund,Non-Departmental,Non-Program Revenues,Last Year Tax Levy,,,,,1670000.00,1670000.00,1700000.00,700000.00,700000.00,4
General Fund,Non-Departmental,Non-Program Revenues,Local Sales Tax,,,,,31673251.00,34045510.00,38379000.00,40270000.00,42300600.00,4
General Fund,Non-Departmental,Non-Program Revenues,Misc Revenues,,,,,700000.00,700000.00,900000.00,380000.00,380000.00,4
General Fund,Non-Departmental,Non-Program Revenues,Nc Beer & Wine Tax,,,,,1750000.00,1795000.00,1700000.00,1978097.00,2000000.00,4
General Fund,Non-Departmental,Non-Program Revenues,Nc Franchise Tax,,,,,23300000.00,21615500.00,21700000.00,25594694.00,31200000.00,4
General Fund,Non-Departmental,Non-Program Revenues,Occupancy Tax,,,,,680000.00,680000.00,680000.00,680000.00,680000.00,4
General Fund,Non-Departmental,Non-Program Revenues,Payment In Lieu Of Taxes-Rha,,,,,219940.00,250000.00,255000.00,255000.00,245000.00,4
General Fund,Non-Departmental,Non-Program Revenues,Pilot-Centennial Authority,,,,,840356.00,860830.00,886000.00,947228.00,1238363.00,4
General Fund,Non-Departmental,Non-Program Revenues,Police False Alarm Late Fee,,,,,12900.00,,,,,4
General Fund,Non-Departmental,Non-Program Revenues,Powell Bill Allocation,,,,,,10380000.00,10534000.00,10407330.00,10615477.00,4
General Fund,Non-Departmental,Non-Program Revenues,Prior Years Tax Levy,,,,,224398.00,224398.00,299000.00,130000.00,200000.00,4
General Fund,Non-Departmental,Non-Program Revenues,Privilege License (Sch B),,,,,7100648.00,7100648.00,7101000.00,,,4
General Fund,Non-Departmental,Non-Program Revenues,Prop Tax Late List Pen (Wcpss,,,,,172000.00,172000.00,172000.00,160000.00,160000.00,4
General Fund,Non-Departmental,Non-Program Revenues,Rental Income,,,,,8000.00,8000.00,8000.00,8000.00,8000.00,4
General Fund,Non-Departmental,Non-Program Revenues,Rent-One Exchange Plaza,,,,,341769.68,343894.24,,,,4
General Fund,Non-Departmental,Non-Program Revenues,Sales Of Surplus Property,,,,100000.00,,,,,,4
General Fund,Non-Departmental,Non-Program Revenues,School Resource Officer (Sro),,,,,414273.00,,,,,4
General Fund,Non-Departmental,Non-Program Revenues,Stanhope Housing PILOT,,,,,,,,46510.00,73645.00,4
General Fund,Non-Departmental,Non-Program Revenues,Supplemental Sales Tax,,,,,37022285.00,40186837.00,41321000.00,46443000.00,48784400.00,4
General Fund,Non-Departmental,Non-Program Revenues,Tax On Heavy Equip Rentals,,,,,175000.00,175000.00,175000.00,305000.00,400000.00,4
General Fund,Non-Departmental,Non-Program Revenues,Tax On Rental Vehicles,,,,,446000.00,446000.00,475000.00,500000.00,500000.00,4
General Fund,Non-Departmental,Non-Program Revenues,Tax Penalties & Cost,,,,,694659.00,694659.00,770000.00,600000.00,600000.00,4
General Fund,Non-Departmental,Non-Program Revenues,Taxi Cab Fines (Wcpss 90%),,,,,1575.00,,,,,4
General Fund,Non-Departmental,Non-Program Revenues,Taxi Driver Fees,,,,,100000.00,,,,,4
General Fund,Non-Departmental,Non-Program Revenues,Taxi License,,,,,5000.00,10000.00,10000.00,10000.00,10000.00,4
General Fund,Non-Departmental,Non-Program Revenues,Violation-Dog/Cat Pntly (Wcpss,,,,,21000.00,21000.00,21000.00,21000.00,13000.00,4
General Fund,Non-Departmental,Non-Program Revenues Total,,,,,2117486.00,359370479.70,375833732.20,387513501.00,403077232.00,434082111.00,3
General Fund,Non-Departmental Total,,,,,,344152633.00,359370479.70,375833732.20,387513501.00,403077232.00,434082111.00,2
General Fund,Office of Economic Development,Non-Program Revenues,MWBE Expo Support Revenue,,,,,,,6000.00,6000.00,6000.00,4
General Fund,Office of Economic Development,Non-Program Revenues Total,,,,,,,,6000.00,6000.00,6000.00,3
General Fund,Office of Economic Development Total,,,,,,,,,6000.00,6000.00,6000.00,2
General Fund,Office of Emerg Mgmt & Spec Ev,Non-Program Revenues,Special Event Fees,,,,,,,,,34175.00,4
General Fund,Office of Emerg Mgmt & Spec Ev,Non-Program Revenues Total,,,,,,,,,,34175.00,3
General Fund,Office of Emerg Mgmt & Spec Ev Total,,,,,,,,,,,34175.00,2
General Fund,Planning,Blank Program Code,Planning Dept Misc Revenue,,,,1500.00,,,,,,4
General Fund,Planning,Blank Program Code,Planning-Expedite Prelim Revie,,,,1000.00,,,,,,4
General Fund,Planning,Blank Program Code Total,,,,,2500.00,,,,,,3
General Fund,Planning,Long Range Planning,County Match,,,,,,4552.00,,,,4
General Fund,Planning,Long Range Planning Total,,,,,,,4552.00,,,,3
General Fund,Planning,Non-Program Revenues,Insp Private Use-Minor Encroac,,,,,,1800.00,2000.00,4000.00,5000.00,4
General Fund,Planning,Non-Program Revenues,Insp Private Use-News Rack,,,,,,2200.00,2200.00,1500.00,1500.00,4
General Fund,Planning,Non-Program Revenues,Insp Private Use-Outdoor Dinin,,,,,,3700.00,4650.00,4700.00,4250.00,4
General Fund,Planning,Non-Program Revenues,Insp Private Use-Street Vendor,,,,,,3500.00,8550.00,9000.00,9000.00,4
General Fund,Planning,Non-Program Revenues,Inspect-Homeowner Recover Fee-,,,,,,4000.00,3500.00,3500.00,4500.00,4
General Fund,Planning,Non-Program Revenues,Insp-Encroachment Agreement,,,,,,500.00,,,,4
General Fund,Planning,Non-Program Revenues,Planning Dept Misc Revenue,,,,,1500.00,12000.00,15000.00,20000.00,17500.00,4
General Fund,Planning,Non-Program Revenues,Planning-Expedite Prelim Revie,,,,,1000.00,,,,,4
General Fund,Planning,Non-Program Revenues,Sign Permit Fee,,,,,,130000.00,100000.00,,,4
General Fund,Planning,Non-Program Revenues,Violations-Zoning (Wcpss 90%),,,,,,10000.00,,,,4
General Fund,Planning,Non-Program Revenues,Zoning & Subdivision Fees,,,,,,350000.00,400673.00,,,4
General Fund,Planning,Non-Program Revenues,Zoning Permit Fee,,,,,,254000.00,353593.00,500000.00,425000.00,4
General Fund,Planning,Non-Program Revenues,Zoning-Code Violations,,,,,,3000.00,1200.00,1200.00,1000.00,4
General Fund,Planning,Non-Program Revenues,Zoning-P/N Vehicle,,,,,,1200.00,,,,4
General Fund,Planning,Non-Program Revenues Total,,,,,,2500.00,775900.00,891366.00,543900.00,467750.00,3
General Fund,Planning Total,,,,,,2500.00,2500.00,780452.00,891366.00,543900.00,467750.00,2
General Fund,Police Administrative Services,Blank Program Code,Arrest Fees,,,,157660.00,,,,,,4
General Fund,Police Administrative Services,Blank Program Code,Controlled Substance Tax-Polic,,,,120000.00,,,,,,4
General Fund,Police Administrative Services,Blank Program Code,Cor Drug Forfeit (Wcpss 90%),,,,32000.00,,,,,,4
General Fund,Police Administrative Services,Blank Program Code,False Alarm Billing Fees-Polic,,,,390000.00,,,,,,4
General Fund,Police Administrative Services,Blank Program Code,Police False Alarm Late Fee,,,,12900.00,,,,,,4
General Fund,Police Administrative Services,Blank Program Code,School Resource Officer (Sro),,,,340542.00,,,,,,4
General Fund,Police Administrative Services,Blank Program Code,Spca Reimb Revenue,,,,294000.00,,,,,,4
General Fund,Police Administrative Services,Blank Program Code,Taxi Cab Fines (Wcpss 90%),,,,1575.00,,,,,,4
General Fund,Police Administrative Services,Blank Program Code,Taxi Driver Fees,,,,15000.00,,,,,,4
General Fund,Police Administrative Services,Blank Program Code,Taxi License,,,,5000.00,,,,,,4
General Fund,Police Administrative Services,Blank Program Code,Violation-Dog/Cat Pntly (Wcpss,,,,21000.00,,,,,,4
General Fund,Police Administrative Services,Blank Program Code Total,,,,,1389677.00,,,,,,3
General Fund,Police Administrative Services,Non-Program Revenues,Arrest Fees,,,,,,157660.00,157660.00,157660.00,157660.00,4
General Fund,Police Administrative Services,Non-Program Revenues,Controlled Substance Tax-Polic,,,,,,120000.00,120000.00,120000.00,120000.00,4
General Fund,Police Administrative Services,Non-Program Revenues,Cor Drug Forfeit (Wcpss 90%),,,,,,180000.00,180000.00,200000.00,200000.00,4
General Fund,Police Administrative Services,Non-Program Revenues,False Alarm Billing Fees-Polic,,,,,,390000.00,390000.00,390000.00,390000.00,4
General Fund,Police Administrative Services,Non-Program Revenues,Police False Alarm Late Fee,,,,,,12900.00,12900.00,12900.00,12900.00,4
General Fund,Police Administrative Services,Non-Program Revenues,School Resource Officer (Sro),,,,,,414273.00,340542.00,340542.00,340542.00,4
General Fund,Police Administrative Services,Non-Program Revenues,Taxi Cab Fines (Wcpss 90%),,,,,,1575.00,1575.00,1575.00,1575.00,4
General Fund,Police Administrative Services,Non-Program Revenues,Taxi Driver Fees,,,,,,100000.00,100000.00,100000.00,100000.00,4
General Fund,Police Administrative Services,Non-Program Revenues Total,,,,,,,1376408.00,1302677.00,1322677.00,1322677.00,3
General Fund,Police Administrative Services Total,,,,,,1389677.00,,1376408.00,1302677.00,1322677.00,1322677.00,2
General Fund,PRCR - Business Process Mgmt,Non-Program Revenues,School Based Program Fees,"PRCR = Parks, Recreation, and Cultural Resources",,,,,,30000.00,30000.00,,4
General Fund,PRCR - Business Process Mgmt,Non-Program Revenues Total,,"PRCR = Parks, Recreation, and Cultural Resources",,,,,,30000.00,30000.00,,3
General Fund,PRCR - Business Process Mgmt Total,,,"PRCR = Parks, Recreation, and Cultural Resources",,,,,,30000.00,30000.00,,2
General Fund,PRCR - F&O - City Fac Maint,Non-Program Revenues,Rental Fee-900 S Wilmington St,"PRCR = Parks, Recreation, and Cultural Resources",,,,,,32000.00,26570.00,,4
General Fund,PRCR - F&O - City Fac Maint,Non-Program Revenues,Rent-One Exchange Plaza,"PRCR = Parks, Recreation, and Cultural Resources",,,,,,372000.00,384042.00,,4
General Fund,PRCR - F&O - City Fac Maint,Non-Program Revenues Total,,"PRCR = Parks, Recreation, and Cultural Resources",,,,,,404000.00,410612.00,,3
General Fund,PRCR - F&O - City Fac Maint Total,,,"PRCR = Parks, Recreation, and Cultural Resources",,,,,,404000.00,410612.00,,2
General Fund,PRCR - F&O - Park Fac Maint,Non-Program Revenues,Fees/Sales,"PRCR = Parks, Recreation, and Cultural Resources",,,,,,35000.00,35000.00,,4
General Fund,PRCR - F&O - Park Fac Maint,Non-Program Revenues Total,,"PRCR = Parks, Recreation, and Cultural Resources",,,,,,35000.00,35000.00,,3
General Fund,PRCR - F&O - Park Fac Maint Total,,,"PRCR = Parks, Recreation, and Cultural Resources",,,,,,35000.00,35000.00,,2
General Fund,PRCR - Parks - Cemetery Maint,Non-Program Revenues,Cemetery Lots & Svcs,"PRCR = Parks, Recreation, and Cultural Resources",,,100000.00,100000.00,100000.00,100000.00,87000.00,100000.00,4
General Fund,PRCR - Parks - Cemetery Maint,Non-Program Revenues Total,,"PRCR = Parks, Recreation, and Cultural Resources",,,100000.00,100000.00,100000.00,100000.00,87000.00,100000.00,3
General Fund,PRCR - Parks - Cemetery Maint Total,,,"PRCR = Parks, Recreation, and Cultural Resources",,,100000.00,100000.00,100000.00,100000.00,87000.00,100000.00,2
General Fund,PRCR - Recreation,Aquatics Administration,Pool Fees,"PRCR = Parks, Recreation, and Cultural Resources",,,,,127000.00,200000.00,210000.00,210000.00,4
General Fund,PRCR - Recreation,Aquatics Administration Total,,"PRCR = Parks, Recreation, and Cultural Resources",,,,,127000.00,200000.00,210000.00,210000.00,3
General Fund,PRCR - Recreation,Non-Program Revenues,Athletic Fees,"PRCR = Parks, Recreation, and Cultural Resources",,,300000.00,325000.00,325000.00,330000.00,345000.00,345000.00,4
General Fund,PRCR - Recreation,Non-Program Revenues,Athletic Fees-Youth,"PRCR = Parks, Recreation, and Cultural Resources",,,60000.00,65000.00,65000.00,70000.00,70000.00,70000.00,4
General Fund,PRCR - Recreation,Non-Program Revenues,Community Ctr Fees,"PRCR = Parks, Recreation, and Cultural Resources",,,300000.00,335000.00,350000.00,408275.17,420000.00,450000.00,4
General Fund,PRCR - Recreation,Non-Program Revenues,County Spec Pops Support,"PRCR = Parks, Recreation, and Cultural Resources",,,134000.00,,,,110000.00,110000.00,4
General Fund,PRCR - Recreation,Non-Program Revenues,Lake Fees,"PRCR = Parks, Recreation, and Cultural Resources",,,270000.00,260000.00,280000.00,278760.00,281260.00,286250.00,4
General Fund,PRCR - Recreation,Non-Program Revenues,P&R Misc Income,"PRCR = Parks, Recreation, and Cultural Resources",,,15000.00,30000.00,40000.00,50000.00,50000.00,70000.00,4
General Fund,PRCR - Recreation,Non-Program Revenues,Park Fees,"PRCR = Parks, Recreation, and Cultural Resources",,,545000.00,845000.00,1045000.00,1020000.00,1020000.00,1020000.00,4
General Fund,PRCR - Recreation,Non-Program Revenues,Playground Prog Fees,"PRCR = Parks, Recreation, and Cultural Resources",,,340000.00,375000.00,410000.00,480000.00,480000.00,501513.00,4
General Fund,PRCR - Recreation,Non-Program Revenues,Pool Fees,"PRCR = Parks, Recreation, and Cultural Resources",,,783000.00,899000.00,850000.00,790830.00,889100.00,860000.00,4
General Fund,PRCR - Recreation,Non-Program Revenues,Walnut Crk Softball Fees,"PRCR = Parks, Recreation, and Cultural Resources",,,90000.00,90000.00,90000.00,90000.00,90000.00,35000.00,4
General Fund,PRCR - Recreation,Non-Program Revenues Total,,"PRCR = Parks, Recreation, and Cultural Resources",,,2837000.00,3224000.00,3455000.00,3517865.17,3755360.00,3747763.00,3
General Fund,PRCR - Recreation,Project Phoenix-P&R,Donations/Contributions,"PRCR = Parks, Recreation, and Cultural Resources",,,,,,,,20000.00,4
General Fund,PRCR - Recreation,Project Phoenix-P&R Total,,"PRCR = Parks, Recreation, and Cultural Resources",,,,,,,,20000.00,3
General Fund,PRCR - Recreation Total,,,"PRCR = Parks, Recreation, and Cultural Resources",,,2837000.00,3224000.00,3582000.00,3717865.17,3965360.00,3977763.00,2
General Fund,PRCR - Recreation-School Based,Non-Program Revenues,School Based Program Fees,"PRCR = Parks, Recreation, and Cultural Resources",,,1550000.00,1550000.00,1550000.00,1836300.00,1750000.00,2120350.00,4
General Fund,PRCR - Recreation-School Based,Non-Program Revenues Total,,"PRCR = Parks, Recreation, and Cultural Resources",,,1550000.00,1550000.00,1550000.00,1836300.00,1750000.00,2120350.00,3
General Fund,PRCR - Recreation-School Based Total,,,"PRCR = Parks, Recreation, and Cultural Resources",,,1550000.00,1550000.00,1550000.00,1836300.00,1750000.00,2120350.00,2
General Fund,Public Affairs-RTN,Non-Program Revenues,Cablevision Franchise,,,,5250000.00,5250000.00,4900000.00,4750000.00,4685612.00,4700000.00,4
General Fund,Public Affairs-RTN,Non-Program Revenues Total,,,,,5250000.00,5250000.00,4900000.00,4750000.00,4685612.00,4700000.00,3
General Fund,Public Affairs-RTN Total,,,,,,5250000.00,5250000.00,4900000.00,4750000.00,4685612.00,4700000.00,2
General Fund,Public Works,Non-Program Revenues,Const Plan Review Fee,,,,48000.00,52000.00,52000.00,60500.00,55000.00,,4
General Fund,Public Works,Non-Program Revenues,Hwy Traffic Maint Refunds,,,,900000.00,1150000.00,1150000.00,1100000.00,1100000.00,,4
General Fund,Public Works,Non-Program Revenues,Inspection Fees-Engineer,,,,40000.00,44000.00,44000.00,65000.00,52000.00,,4
General Fund,Public Works,Non-Program Revenues,Pavement Cut Permit Fees,,,,110000.00,100000.00,100000.00,100000.00,55000.00,,4
General Fund,Public Works,Non-Program Revenues,Red Light Camera Revenue,,,,894625.00,893516.00,892899.00,780674.00,739875.00,,4
General Fund,Public Works,Non-Program Revenues,Right Of Way Fee,,,,75000.00,75000.00,75000.00,88000.00,775000.00,,4
General Fund,Public Works,Non-Program Revenues Total,,,,,2067625.00,2314516.00,2313899.00,2194174.00,2776875.00,,3
General Fund,Public Works Total,,,,,,2067625.00,2314516.00,2313899.00,2194174.00,2776875.00,,2
General Fund,Purchasing,Non-Program Revenues,Misc Revenues,,,,,,,,125000.00,150000.00,4
